candidate_id,ra_deg,dec_deg,proposal,field_class,layout,mag_r,sw_obs,lw_obs,sw_filter,lw_filter,nearest_cat_sep_arcsec,half
J31974642-5092611,319.7464192887431,-50.92611413160146,5594,cluster,color,20.99951,jw05594-o096_t098_nircam_clear-f150w2,jw05594-o096_t098_nircam_clear-f322w2,F150W2,F322W2,2727.597,holdout
J32239251+014889,322.3925106371316,0.1488864502011941,6882,cluster,color,19.07211,jw06882-o046_t045_nircam_clear-f150w,jw06882-o046_t045_nircam_clear-f444w,F150W,F444W,195.089,design
J32274389-4029641,322.7438921122539,-40.29641083944821,6882,cluster,color,18.422754,jw06882-o041_t044_nircam_clear-f150w,jw06882-o041_t044_nircam_clear-f277w,F150W,F277W,94.133,design
J32504288-2360261,325.0428775869354,-23.60261318719497,6882,cluster,color,18.952847,jw06882-o042_t046_nircam_clear-f150w,jw06882-o042_t046_nircam_clear-f277w,F150W,F277W,163.408,holdout
J32506550-2364801,325.0654968305518,-23.64801295060604,6882,cluster,color,18.725336,jw06882-o042_t046_nircam_clear-f150w,jw06882-o042_t046_nircam_clear-f277w,F150W,F277W,17.08,design
J33293430-381061,332.9343002415612,-3.810609677990973,5594,cluster,gray_lw_only,18.979218,,jw05594-o052_t054_nircam_clear-f322w2,,F322W2,52.605,holdout
J33294095-384652,332.9409488221209,-3.846518576500275,6882,cluster,color,19.089075,jw06882-o043_t047_nircam_clear-f150w,jw06882-o043_t047_nircam_clear-f277w,F150W,F277W,35.349,holdout
J33374238-1401069,333.7423805068804,-14.01069238446861,6882,cluster,color,16.943323,jw06882-o044_t048_nircam_clear-f150w,jw06882-o044_t048_nircam_clear-f277w,F150W,F277W,94.852,holdout
J33553245+2776222,335.5324475482801,27.76222063617834,6675,cluster,gray_lw_only,20.689674,,jw06675-o008_t009_nircam_clear-f444w,,F444W,6.343,design
J33553554+2777264,335.5355421627263,27.77263835901839,6675,cluster,gray_lw_only,19.675972,,jw06675-o008_t009_nircam_clear-f444w,,F444W,41.545,holdout
J34082780-959445,340.8277999231915,-9.594453572074697,5594,cluster,color,19.858591,jw05594-o063_t065_nircam_clear-f150w2,jw05594-o063_t065_nircam_clear-f322w2,F150W2,F322W2,11.078,design
J34083525-960110,340.8352453066425,-9.601097533929313,5594,cluster,color,20.517632,jw05594-o063_t065_nircam_clear-f150w2,jw05594-o063_t065_nircam_clear-f322w2,F150W2,F322W2,38.632,holdout
J34085055-957178,340.8505476596125,-9.571779412730743,5594,cluster,color,19.93809,jw05594-o063_t065_nircam_clear-f150w2,jw05594-o063_t065_nircam_clear-f322w2,F150W2,F322W2,29.681,holdout
J34134730+2815703,341.3472971732261,28.15702620744424,5594,cluster,color,20.46216,jw05594-o041_t043_nircam_clear-f150w2,jw05594-o041_t043_nircam_clear-f322w2,F150W2,F322W2,1203.525,holdout
J34134778+2813701,341.3477796851674,28.13700614021116,5594,cluster,color,20.142834,jw05594-o041_t043_nircam_clear-f150w2,jw05594-o041_t043_nircam_clear-f322w2,F150W2,F322W2,1170.113,holdout
J3419143-502424,34.19143128999409,-5.024235401531134,6434,blank,color,20.502235,jw06434-c1030_t000_nircam_clear-f200w,jw06434-c1030_t000_nircam_clear-f444w,F200W,F444W,627.511,holdout
J34218541-4451866,342.1854124152076,-44.51865746755221,3293,cluster,color,20.07431,jw03293-o001_t001_nircam_clear-f150w,jw03293-o001_t001_nircam_clear-f277w,F150W,F277W,7.402,design
J3436447-518695,34.36447337135264,-5.186948422213249,1837,blank,color,19.082998,jw01837-c1001_t000_nircam_clear-f150w,jw01837-c1001_t000_nircam_clear-f277w,F150W,F277W,81.608,holdout
J3439929-506933,34.39929374111341,-5.069331652296274,5324,blank,color,20.145832,jw05324-o020_t020_nircam_clear-f150w,jw06368-o025_t052_nircam_clear-f277w,F150W,F277W,343.321,design
J3450491-496615,34.50491287537453,-4.966148697694444,6480,blank,gray_sw_only,20.980618,jw06480-o001_t001_nircam_clear-f070w,,F070W,,569.039,holdout
J346106-3033846,3.461062573323333,-30.33846145420936,1324,cluster,gray_lw_only,20.750349,,jw01324-o006_t002_nircam_clear-f277w,,F277W,116.621,holdout
J346358-3033553,3.463578538066433,-30.33553254788269,1324,cluster,gray_lw_only,17.94381,,jw01324-o006_t002_nircam_clear-f277w,,F277W,124.18,holdout
J348227-3033188,3.48227457822033,-30.33187741107636,1324,cluster,color,20.874392,jw01324-o006_t002_nircam_clear-f150w,jw01324-o006_t002_nircam_clear-f277w,F150W,F277W,113.385,design
J35125231-4120052,351.2523134782135,-41.20052245948542,6882,cluster,color,19.614418,jw06882-o035_t062_nircam_clear-f150w,jw06882-o035_t062_nircam_clear-f277w,F150W,F277W,116.64,holdout
J35126172-4117963,351.2617243002964,-41.17963053262872,6882,cluster,color,19.637747,jw06882-o035_t062_nircam_clear-f150w,jw06882-o035_t062_nircam_clear-f277w,F150W,F277W,89.797,design
J35130795-4119766,351.307950650655,-41.19765907746329,6882,cluster,color,19.499037,jw06882-o035_t062_nircam_clear-f150w,jw06882-o035_t062_nircam_clear-f277w,F150W,F277W,21.934,design
J35130905-4119242,351.3090477083267,-41.19241549753117,6882,cluster,color,20.657337,jw06882-o035_t062_nircam_clear-f150w,jw06882-o035_t062_nircam_clear-f277w,F150W,F277W,34.112,holdout
J353435-3033214,3.534353997730008,-30.33213757625251,1176,cluster,color,19.135073,jw01176-o221_t010_nircam_clear-f150w,jw01176-o221_t010_nircam_clear-f277w,F150W,F277W,77.833,design
J353502-3038287,3.535016754828224,-30.3828661677443,2561,cluster,color,20.88001,jw02561-o001_t003_nircam_clear-f150w,jw02561-o001_t003_nircam_clear-f277w,F150W,F277W,30.813,holdout
J354843-3037348,3.54842894795089,-30.3734789137782,2561,cluster,color,20.858137,jw02561-o001_t003_nircam_clear-f150w,jw02561-o001_t003_nircam_clear-f277w,F150W,F277W,12.305,design
J356177-3043180,3.561771915959373,-30.43180469827267,3516,cluster,color,20.754877,jw03516-o001_t001_nircam_clear-f090w,jw03538-o001_t001_nircam_clear-f300m,F090W,F300M,23.791,design
J358086-3053296,3.58086453759669,-30.53295805023893,2561,cluster,gray_lw_only,20.20576,,jw02561-o006_t007_nircam_clear-f277w,,F277W,357.936,design
J35830404+2204845,358.3040395841121,22.04844816815682,7119,blank,color,19.796408,jw07119-o001_t001_nircam_clear-f150w,jw07119-o001_t001_nircam_clear-f277w,F150W,F277W,1342.328,design
J358649-3036735,3.586491625887688,-30.36735496278946,2561,cluster,color,19.360102,jw02561-o001_t003_nircam_clear-f150w,jw02561-o001_t003_nircam_clear-f277w,F150W,F277W,38.615,holdout
J359233-3034786,3.592326799567693,-30.34785768968933,2561,cluster,color,19.950594,jw02561-o001_t003_nircam_clear-f150w,jw02561-o001_t003_nircam_clear-f277w,F150W,F277W,20.469,holdout
J3644671+318345,36.44670886057831,3.183450205206482,3325,blank,color,20.07283,jw03325-o012_t007_nircam_clear-f070w,jw03325-o012_t007_nircam_clear-f444w,F070W,F444W,1467.189,holdout
J365031-3042229,3.65030760466143,-30.42229072712839,2756,cluster,color,20.81492,jw02756-o003_t001_nircam_clear-f150w,jw02756-o003_t001_nircam_clear-f277w,F150W,F277W,47.664,design
J3805492-4440113,38.05492402108304,-44.40112695737225,6882,cluster,color,19.21104,jw06882-o010_t010_nircam_clear-f150w,jw06882-o010_t010_nircam_clear-f277w,F150W,F277W,197.188,holdout
J3809127-4434442,38.09127204002051,-44.34442221055326,6882,cluster,color,20.40111,jw06882-o010_t010_nircam_clear-f150w,jw06882-o010_t010_nircam_clear-f277w,F150W,F277W,40.286,design
J3809318-4435246,38.09317968511976,-44.35245599825957,6882,cluster,color,19.705599,jw06882-o010_t010_nircam_clear-f150w,jw06882-o010_t010_nircam_clear-f277w,F150W,F277W,44.438,holdout
J3868725-5852076,38.6872532956918,-58.52076385312191,5594,cluster,color,19.188566,jw05594-o057_t059_nircam_clear-f150w2,jw05594-o057_t059_nircam_clear-f322w2,F150W2,F322W2,1033.849,design
J3996953-159313,39.96953300379134,-1.593130250607704,5890,cluster,color,19.641243,jw05890-o001_t001_nircam_clear-f150w,jw01208-o002_t001_nircam_clear-f277w,F150W,F277W,13.586,design
J3998844-162036,39.98844005988401,-1.620361530810613,5890,cluster,color,19.259321,jw05890-o001_t001_nircam_clear-f150w,jw01208-o002_t001_nircam_clear-f277w,F150W,F277W,108.906,holdout
J4001010-159844,40.01009572879962,-1.59844053745512,3538,cluster,color,20.540735,jw03538-o017_t002_nircam_clear-f210m,jw03538-o015_t002_nircam_clear-f410m,F210M,F410M,104.61,design
J4132208-5302079,41.32207553350784,-53.02079146036539,5594,cluster,color,20.221188,jw05594-o028_t030_nircam_clear-f150w2,jw05594-o028_t030_nircam_clear-f322w2,F150W2,F322W2,74.318,design
J4132913-5302499,41.32912804102126,-53.02499147296098,5594,cluster,color,20.527311,jw05594-o028_t030_nircam_clear-f150w2,jw05594-o028_t030_nircam_clear-f322w2,F150W2,F322W2,54.701,holdout
J4136642-5302087,41.36641834356884,-53.02086591241458,5594,cluster,color,19.720032,jw05594-o028_t030_nircam_clear-f150w2,jw05594-o028_t030_nircam_clear-f322w2,F150W2,F322W2,41.36,holdout
J4137775-5302746,41.37775277670568,-53.02745829680575,6882,cluster,color,19.302435,jw06882-o011_t011_nircam_clear-f150w,jw06882-o011_t011_nircam_clear-f277w,F150W,F277W,36.501,design
J4140028-5304771,41.40028054044227,-53.04771209441174,6882,cluster,color,19.1174,jw06882-o011_t011_nircam_clear-f150w,jw06882-o011_t011_nircam_clear-f277w,F150W,F277W,52.931,holdout
J4312673-2101336,43.12673452023678,-21.0133604081063,5594,cluster,color,20.444513,jw05594-o107_t109_nircam_clear-f150w2,jw05594-o107_t109_nircam_clear-f322w2,F150W2,F322W2,28.775,design
J4355416-5896262,43.55416376889258,-58.96262295211928,5594,cluster,color,19.597364,jw05594-o060_t062_nircam_clear-f150w2,jw05594-o060_t062_nircam_clear-f322w2,F150W2,F322W2,1326.438,design
J4355654-5895280,43.55653722747429,-58.95280328505751,5594,cluster,color,20.663614,jw05594-o060_t062_nircam_clear-f150w2,jw05594-o060_t062_nircam_clear-f322w2,F150W2,F322W2,1317.895,holdout
J4356255-5894733,43.56255262578757,-58.94732836239645,5594,cluster,color,20.653683,jw05594-o060_t062_nircam_clear-f150w2,jw05594-o060_t062_nircam_clear-f322w2,F150W2,F322W2,1304.85,design
J463478+1641766,4.634784677601023,16.41766425154253,6882,cluster,color,20.424164,jw06882-o001_t001_nircam_clear-f150w,jw06882-o001_t001_nircam_clear-f277w,F150W,F277W,5615.672,design
J465012+1637693,4.650116856428032,16.37692518194835,6882,cluster,color,20.581303,jw06882-o001_t001_nircam_clear-f150w,jw06882-o001_t001_nircam_clear-f277w,F150W,F277W,5560.807,holdout
J466009+1637185,4.660085817912108,16.37185324478622,6882,cluster,gray_lw_only,19.843533,,jw06882-o001_t001_nircam_clear-f277w,,F277W,5569.117,design
J466343+1639744,4.663425482601669,16.39743662411713,6882,cluster,color,20.517408,jw06882-o001_t001_nircam_clear-f150w,jw06882-o001_t001_nircam_clear-f277w,F150W,F277W,5551.434,holdout
J473538-4086871,4.735375844375919,-40.86870507997791,5594,cluster,color,19.798285,jw05594-o073_t075_nircam_clear-f150w2,jw05594-o073_t075_nircam_clear-f322w2,F150W2,F322W2,1931.237,design
J474845-4087377,4.74845400837626,-40.87376698953715,5594,cluster,color,20.60206,jw05594-o073_t075_nircam_clear-f150w2,jw05594-o073_t075_nircam_clear-f322w2,F150W2,F322W2,1905.216,holdout
J5243714-217875,52.43714488545222,-2.17875418146764,6882,cluster,color,20.822702,jw06882-o017_t017_nircam_clear-f150w,jw06882-o017_t017_nircam_clear-f277w,F150W,F277W,42.716,design
J5313613-2782910,53.13612893321802,-27.82910457251597,1180,blank,color,18.758717,jw01180-o009_t008_nircam_clear-f150w,jw01180-o219_t219_nircam_clear-f277w,F150W,F277W,70.259,design
J5317651-2771065,53.17651454898736,-27.71064599641933,1176,cluster,color,20.906263,jw01176-o131_t016_nircam_clear-f150w,jw01176-o131_t016_nircam_clear-f277w,F150W,F277W,329.478,holdout
J5318769-2772550,53.1876881402424,-27.72549627591805,1176,cluster,color,19.283098,jw01176-o131_t016_nircam_clear-f150w,jw01176-o131_t016_nircam_clear-f277w,F150W,F277W,324.182,design
J5324867-2784183,53.24867424494835,-27.84183078628272,1283,blank,color,19.912098,jw01283-o007_t001_nircam_clear-f150w,jw01283-o002_t001_nircam_clear-f277w,F150W,F277W,185.328,holdout
J5328406-2785654,53.28405935950865,-27.85654093980263,2079,blank,color,18.385784,jw02079-o001_t001_nircam_clear-f150w,jw02079-o001_t001_nircam_clear-f277w,F150W,F277W,220.808,design
J5376335-1946021,53.76335278522096,-19.46020616776366,6675,cluster,gray_lw_only,18.901701,,jw06675-o002_t003_nircam_clear-f444w,,F444W,18.161,holdout
J5376360-1946836,53.76359719346527,-19.46835813462012,6675,cluster,gray_lw_only,20.101114,,jw06675-o002_t003_nircam_clear-f444w,,F444W,6.097,holdout
J5377489-1947618,53.77489271751344,-19.47618172148798,6675,cluster,gray_lw_only,20.336445,,jw06675-o002_t003_nircam_clear-f444w,,F444W,48.862,design
J5378386-1946893,53.7838572282735,-19.46892813556542,6675,cluster,gray_lw_only,20.010902,,jw06675-o002_t003_nircam_clear-f444w,,F444W,52.032,design
J5971918-2993167,59.71918140757231,-29.93166684674412,6882,cluster,color,20.75869,jw06882-o018_t018_nircam_clear-f150w,jw06882-o018_t018_nircam_clear-f277w,F150W,F277W,95.934,holdout
J5973691-2991571,59.73690509636513,-29.9157115545034,6882,cluster,color,19.362719,jw06882-o018_t018_nircam_clear-f150w,jw06882-o018_t018_nircam_clear-f277w,F150W,F277W,76.498,design
J6146773-4925583,61.46772584185153,-49.25582892504322,5594,cluster,color,19.866598,jw05594-o027_t029_nircam_clear-f150w2,jw05594-o027_t029_nircam_clear-f322w2,F150W2,F322W2,72.974,design
J6148425-4926918,61.48424821268924,-49.26918449149932,5594,cluster,color,19.973244,jw05594-o027_t029_nircam_clear-f150w2,jw05594-o027_t029_nircam_clear-f322w2,F150W2,F322W2,26.082,holdout
J6150973-4927409,61.50973483110687,-49.27408532501924,5594,cluster,color,20.97572,jw05594-o027_t029_nircam_clear-f150w2,jw05594-o027_t029_nircam_clear-f322w2,F150W2,F322W2,45.821,holdout
J6397111-2414198,63.97110891687281,-24.14197551957486,6434,blank,color,20.16516,jw06434-c1018_t000_nircam_clear-f090w,jw06434-c1018_t000_nircam_clear-f444w,F090W,F444W,225.828,holdout
J6405781-2407390,64.0578080495055,-24.07390195383175,5890,cluster,color,20.782972,jw05890-o002_t002_nircam_clear-f150w,jw01208-o004_t002_nircam_clear-f277w,F150W,F277W,22.545,design
J6436132-1185622,64.36132100187584,-11.85622164445115,1208,cluster,color,18.942059,jw01208-o026_t003_nircam_clear-f150w,jw01208-o026_t003_nircam_clear-f277w,F150W,F277W,133.556,holdout
J6740113-289378,67.4011338351651,-2.893784619549923,6882,cluster,color,20.525576,jw06882-o020_t020_nircam_clear-f150w,jw06882-o020_t020_nircam_clear-f277w,F150W,F277W,17.738,design
J6929477+073773,69.29476693661512,0.737733008318682,6207,cluster,color,19.698202,jw06207-o001_t001_nircam_clear-f200w,jw06207-o001_t001_nircam_clear-f277w,F200W,F277W,1099.596,design
J694390+2627532,6.943903826635428,26.27532082102167,5594,cluster,color,19.00657,jw05594-o039_t041_nircam_clear-f150w2,jw05594-o039_t041_nircam_clear-f322w2,F150W2,F322W2,2236.636,design
J7076877-6164171,70.76877099487962,-61.64170538443696,5594,cluster,color,19.683542,jw05594-o160_t163_nircam_clear-f150w2,jw05594-o160_t163_nircam_clear-f322w2,F150W2,F322W2,2988.37,design
J7296228+010919,72.96228421721709,0.1091924342140463,6882,cluster,color,20.391314,jw06882-o019_t019_nircam_clear-f150w,jw06882-o019_t019_nircam_clear-f277w,F150W,F277W,37.464,holdout
J7296296-6935436,72.96295603397363,-69.35435770437378,1235,blank,color,12.341254,jw01235-o002_t006_nircam_clear-f200w,jw01235-o002_t006_nircam_clear-f277w,F200W,F277W,12681.339,design
J7297133-6937170,72.97133118374485,-69.37169614511605,1235,blank,color,15.250276,jw01235-o002_t006_nircam_clear-f200w,jw01235-o002_t006_nircam_clear-f277w,F200W,F277W,12744.553,holdout
J7354526-302673,73.54525882299717,-3.026733219508939,5058,cluster,color,20.881615,jw05058-o004_t001_nircam_clear-f150w,jw05058-o001_t001_nircam_clear-f277w,F150W,F277W,10.088,design
J7355034-300033,73.55033739834332,-3.000327618297469,5058,cluster,color,20.96609,jw05058-o004_t001_nircam_clear-f150w,jw05058-o001_t001_nircam_clear-f277w,F150W,F277W,5.114,design
J7356430-1028118,73.5642967556173,-10.28117986360026,6882,cluster,color,20.224821,jw06882-o021_t021_nircam_clear-f150w,jw06882-o021_t021_nircam_clear-f277w,F150W,F277W,167.097,holdout
J802897+1810048,8.028968076720068,18.10047855153479,6882,cluster,color,20.6714,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,47.55,holdout
J803699+201708,8.036991735723355,2.017083689301141,1022,blank,color,20.714813,jw01022-o009_t001_nircam_clear-f150w,jw01022-o009_t001_nircam_clear-f277w,F150W,F277W,572.792,design
J804700+1811523,8.046996178848152,18.11522929066815,6882,cluster,color,20.651873,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,28.239,holdout
J804769+1814094,8.047690308834408,18.14093771657493,6882,cluster,color,18.773823,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,38.321,design
J804801+1813123,8.048006157582916,18.13123061146315,6882,cluster,color,18.972267,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,54.582,design
J806086+1813290,8.060860457679043,18.13290236941103,6882,cluster,color,19.774197,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,90.969,design
J806401+1814734,8.064010586981825,18.14733503203635,6882,cluster,color,19.90502,jw06882-o003_t003_nircam_clear-f150w,jw06882-o003_t003_nircam_clear-f277w,F150W,F277W,91.746,holdout
J8569263-2143082,85.69263320774331,-21.43081966189783,6675,cluster,gray_lw_only,20.063063,,jw06675-o003_t004_nircam_clear-f444w,,F444W,9.497,holdout
J8570749-2142357,85.70748805606112,-21.42356943847532,6675,cluster,gray_lw_only,20.939013,,jw06675-o003_t004_nircam_clear-f444w,,F444W,36.917,design
J859500+243201,8.594996886209083,2.432011540919833,5594,cluster,color,20.047863,jw05594-o044_t046_nircam_clear-f150w2,jw05594-o044_t046_nircam_clear-f322w2,F150W2,F322W2,71.338,holdout
J8666584-5375505,86.66584292820423,-53.75504871358589,5594,cluster,color,17.668451,jw05594-o150_t153_nircam_clear-f150w2,jw05594-o150_t153_nircam_clear-f322w2,F150W2,F322W2,2776.836,holdout
J8730044-6209360,87.3004379134483,-62.09360338432579,5594,cluster,color,20.425856,jw05594-o045_t047_nircam_clear-f150w2,jw05594-o045_t047_nircam_clear-f322w2,F150W2,F322W2,21.407,holdout
J8731668-6207344,87.31668495777572,-62.07344012427006,5594,cluster,color,20.947878,jw05594-o045_t047_nircam_clear-f150w2,jw05594-o045_t047_nircam_clear-f322w2,F150W2,F322W2,50.645,holdout
J8734971-6208053,87.3497121737563,-62.08052816077716,5594,cluster,color,20.947615,jw05594-o045_t047_nircam_clear-f150w2,jw05594-o045_t047_nircam_clear-f322w2,F150W2,F322W2,36.462,design
J881166-2023687,8.811658095643486,-20.23686708269695,6882,cluster,color,20.295166,jw06882-o004_t004_nircam_clear-f150w,jw06882-o004_t004_nircam_clear-f277w,F150W,F277W,168.458,holdout
J8826506-3369017,88.26506023796831,-33.69017159330593,6882,cluster,color,19.424465,jw06882-o023_t023_nircam_clear-f150w,jw06882-o023_t023_nircam_clear-f277w,F150W,F277W,204.662,holdout
J8832857-3370823,88.32856847698588,-33.70823359816635,6882,cluster,color,19.578953,jw06882-o023_t023_nircam_clear-f150w,jw06882-o023_t023_nircam_clear-f277w,F150W,F277W,6.823,holdout
J8834008-3368573,88.34008183834125,-33.68573412847822,5594,cluster,color,19.748785,jw05594-o055_t057_nircam_clear-f150w2,jw05594-o055_t057_nircam_clear-f322w2,F150W2,F322W2,81.965,design
J886041-2024869,8.860412091984958,-20.2486857812017,6882,cluster,color,19.944645,jw06882-o004_t004_nircam_clear-f150w,jw06882-o004_t004_nircam_clear-f277w,F150W,F277W,32.033,design
J9005029-4390718,90.05029317953344,-43.90718072372125,5594,cluster,color,20.55748,jw05594-o040_t042_nircam_clear-f150w2,jw05594-o040_t042_nircam_clear-f322w2,F150W2,F322W2,52.615,design
J9005506-4389393,90.05506346545792,-43.89392502585731,5594,cluster,color,20.301678,jw05594-o040_t042_nircam_clear-f150w2,jw05594-o040_t042_nircam_clear-f322w2,F150W2,F322W2,44.654,holdout
J9005771-4388634,90.05771213127176,-43.88633916160988,5594,cluster,color,20.873983,jw05594-o040_t042_nircam_clear-f150w2,jw05594-o040_t042_nircam_clear-f322w2,F150W2,F322W2,50.403,holdout
J9009866-2012117,90.0986605528366,-20.12116579203328,6882,cluster,color,19.27016,jw06882-o024_t024_nircam_clear-f150w,jw06882-o024_t024_nircam_clear-f277w,F150W,F277W,217.026,holdout
J927121+915963,9.271214559549096,9.159625808559746,6882,cluster,color,19.829239,jw06882-o005_t005_nircam_clear-f150w,jw06882-o005_t005_nircam_clear-f277w,F150W,F277W,29.943,holdout
J927964+916705,9.279636828642774,9.167053508541542,6882,cluster,color,19.156792,jw06882-o005_t005_nircam_clear-f150w,jw06882-o005_t005_nircam_clear-f277w,F150W,F277W,33.212,holdout
J9395385-5771281,93.95385211884442,-57.712805842748,6882,cluster,color,20.011122,jw06882-o056_t056_nircam_clear-f150w,jw06882-o056_t056_nircam_clear-f444w,F150W,F444W,227.828,design
J9968089-5398857,99.68089011258218,-53.98856998217566,5594,cluster,color,18.085415,jw05594-o009_t011_nircam_clear-f150w2,jw05594-o009_t011_nircam_clear-f322w2,F150W2,F322W2,8108.443,design
J9969222-5397414,99.6922241580126,-53.97414033170942,5594,cluster,color,19.897442,jw05594-o009_t011_nircam_clear-f150w2,jw05594-o009_t011_nircam_clear-f322w2,F150W2,F322W2,8162.244,holdout
J9969294-5397094,99.69294157392056,-53.97094334110269,5594,cluster,color,17.880772,jw05594-o009_t011_nircam_clear-f150w2,jw05594-o009_t011_nircam_clear-f322w2,F150W2,F322W2,8171.505,design
