session,workflow,role,file,killed,n_records,n_assistant,read,read_img,bash,write,websearch,webfetch,other_tools,in_tok,out_tok,cache_read,cache_create,wall_s,t0,t1,model
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-ab37794d786e5be75.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.259,2026-08-08T21:24:51.693000+00:00,2026-08-08T21:24:51.952000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a2190a090986810fc.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.261,2026-08-08T21:25:54.114000+00:00,2026-08-08T21:25:54.375000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a52ffc4720fa0753d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.538,2026-08-08T21:24:48.642000+00:00,2026-08-08T21:24:49.180000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a56a7363b2957345a.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.338,2026-08-08T21:24:43.594000+00:00,2026-08-08T21:24:43.932000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-abcb93ee46fcb5af0.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.227,2026-08-08T21:24:54.667000+00:00,2026-08-08T21:24:54.894000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a3bda4122d0778dc2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.317,2026-08-08T21:25:53.930000+00:00,2026-08-08T21:25:54.247000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a07d2ee5c74499843.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.271,2026-08-08T21:24:55.233000+00:00,2026-08-08T21:24:55.504000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a9ab3bca870d9cb89.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.264,2026-08-08T21:24:45.421000+00:00,2026-08-08T21:24:45.685000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-ac08211da0c7f0766.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.369,2026-08-08T21:24:45.379000+00:00,2026-08-08T21:24:45.748000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-afa7b1381fd01926e.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.251,2026-08-08T21:24:50.945000+00:00,2026-08-08T21:24:51.196000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a1e1513813b6d9ee2.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1.434,2026-08-08T21:24:49.514000+00:00,2026-08-08T21:24:50.948000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a0c83195e7fffb142.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.244,2026-08-08T21:24:50.405000+00:00,2026-08-08T21:24:50.649000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-ac35259a95eb4e775.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.551,2026-08-08T21:24:53.369000+00:00,2026-08-08T21:24:53.920000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a50d7b8609e958b0d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.335,2026-08-08T21:24:50.843000+00:00,2026-08-08T21:24:51.178000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-ae7279a390966cf17.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.662,2026-08-08T21:24:52.412000+00:00,2026-08-08T21:24:53.074000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-adf0398b8addd0874.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.235,2026-08-08T21:24:50.717000+00:00,2026-08-08T21:24:50.952000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-ad3167666c1e3d296.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.227,2026-08-08T21:24:52.431000+00:00,2026-08-08T21:24:52.658000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a2ae9de496d32c22d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.563,2026-08-08T21:24:50.600000+00:00,2026-08-08T21:24:51.163000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a247f43f9214a238d.jsonl,0,12,6,3,2,0,0,0,0,0,10,209,67986,14626,5.551,2026-08-08T21:24:36.431000+00:00,2026-08-08T21:24:41.982000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a1250785031cda00e.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.316,2026-08-08T21:24:52.629000+00:00,2026-08-08T21:24:52.945000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-acd6a6804932e72b0.jsonl,0,18,10,5,4,0,0,0,0,0,18,341,135217,20787,17.857,2026-08-08T21:24:35.638000+00:00,2026-08-08T21:24:53.495000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a94a3ab2f95a2070e.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.172,2026-08-08T21:24:47.120000+00:00,2026-08-08T21:24:47.292000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a8467565d9c1b87f6.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2.152,2026-08-08T21:24:43.937000+00:00,2026-08-08T21:24:46.089000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-adac54cdff496dd40.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.336,2026-08-08T21:24:47.723000+00:00,2026-08-08T21:24:48.059000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a9844ea0c0f37e69a.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.263,2026-08-08T21:24:52.184000+00:00,2026-08-08T21:24:52.447000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-af1f0e83adf8b59bd.jsonl,0,13,7,3,2,0,0,0,0,0,12,341,83026,16464,5.942,2026-08-08T21:24:35.653000+00:00,2026-08-08T21:24:41.595000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-aaae23bbebe303771.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.758,2026-08-08T21:24:53.345000+00:00,2026-08-08T21:24:54.103000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a9c966bfef6fd5193.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.33,2026-08-08T21:24:55.237000+00:00,2026-08-08T21:24:55.567000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a3008fd55f23d288d.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.384,2026-08-08T21:24:49.707000+00:00,2026-08-08T21:24:50.091000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a9a876c235d375efb.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.212,2026-08-08T21:24:55.119000+00:00,2026-08-08T21:24:55.331000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-acd8ca343d8698614.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.288,2026-08-08T21:24:46.569000+00:00,2026-08-08T21:24:46.857000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-aa50473583c4ab2c8.jsonl,0,13,7,3,2,0,0,0,0,0,12,14,83142,16522,6.205,2026-08-08T21:24:35.941000+00:00,2026-08-08T21:24:42.146000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a718550b55dc032da.jsonl,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0.895,2026-08-08T21:24:51.029000+00:00,2026-08-08T21:24:51.924000+00:00,<synthetic>
discovery,wf_45d78719-238,verify,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_45d78719-238/agent-a423e110677d2c998.jsonl,0,14,7,4,3,0,0,0,0,0,12,124,83142,11102,6.844,2026-08-08T21:24:35.967000+00:00,2026-08-08T21:24:42.811000+00:00,<synthetic>
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a197a04e9f0b0ca67.jsonl,0,224,144,1,0,51,1,2,13,9,269,37876,7826714,230281,1276.773,2026-08-10T15:53:56.221000+00:00,2026-08-10T16:15:12.994000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-aee425148cf22afa7.jsonl,0,92,59,0,0,16,1,2,9,2,2731,17905,1823146,121830,747.098,2026-08-10T16:12:02.326000+00:00,2026-08-10T16:24:29.424000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a7209941622c67fbb.jsonl,0,166,104,0,0,46,1,1,9,2,4513,32438,5319574,172589,1082.246,2026-08-10T16:12:04.764000+00:00,2026-08-10T16:30:07.010000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a2f51e8cb0b2a0d21.jsonl,0,92,56,0,0,19,1,1,10,2,2271,22784,2161978,146249,846.428,2026-08-10T16:09:14.746000+00:00,2026-08-10T16:23:21.174000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a69ac8d9ceb11921e.jsonl,0,77,45,0,0,2,1,2,22,2,2343,17372,1152496,82275,604.618,2026-08-10T16:15:16.118000+00:00,2026-08-10T16:25:20.736000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-ab3c85e291faeb416.jsonl,0,145,90,3,1,30,1,2,13,3,574,29292,3855327,183977,1168.253,2026-08-10T15:53:56.870000+00:00,2026-08-10T16:13:25.123000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a12104d05874dd0da.jsonl,0,132,78,2,0,34,1,4,8,2,1115,20665,2720535,142477,1080.803,2026-08-10T15:53:56.397000+00:00,2026-08-10T16:11:57.200000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-abaa72b98bdc46a0d.jsonl,0,116,76,0,0,23,1,2,9,2,1311,22993,2942479,198403,808.074,2026-08-10T16:10:03.649000+00:00,2026-08-10T16:23:31.723000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a997db0688c5e8d4e.jsonl,0,150,96,0,0,34,1,2,12,2,2588,33402,4183722,204202,1839.083,2026-08-10T16:10:35.074000+00:00,2026-08-10T16:41:14.157000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-aeb3b4865be7cf53a.jsonl,0,100,63,0,0,18,1,1,12,2,3620,21647,2147257,169189,615.203,2026-08-10T16:13:28.828000+00:00,2026-08-10T16:23:44.031000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a7e275c5b2418e24b.jsonl,0,204,132,3,0,52,1,5,6,2,244,29194,6357346,294753,1627.515,2026-08-10T15:53:56.416000+00:00,2026-08-10T16:21:03.931000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-ae538d2fcc5a5bdd0.jsonl,0,306,187,5,4,69,1,3,34,3,3740,58922,14408853,317202,2624.404,2026-08-10T15:53:56.180000+00:00,2026-08-10T16:37:40.584000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-aff62c8527ff196b0.jsonl,0,194,124,0,0,35,22,5,3,2,232,44075,6789580,242933,2052.451,2026-08-10T15:53:56.362000+00:00,2026-08-10T16:28:08.813000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a827813b9d7312a8e.jsonl,0,121,75,1,0,22,1,3,7,9,727,20326,2667854,205515,1084.432,2026-08-10T15:53:56.392000+00:00,2026-08-10T16:12:00.824000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-ab26d784aba988108.jsonl,0,133,82,0,0,5,1,2,38,2,2050,21575,2324780,161682,2252.0,2026-08-10T15:53:57.505000+00:00,2026-08-10T16:31:29.505000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a1187bbf129183412.jsonl,0,216,133,1,0,45,1,9,17,7,254,36724,7657077,228186,1539.183,2026-08-10T15:53:56.603000+00:00,2026-08-10T16:19:35.786000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-ae530df43622bf662.jsonl,0,145,94,0,0,36,1,2,7,2,1290,25190,3291589,145310,1863.541,2026-08-10T16:11:50.955000+00:00,2026-08-10T16:42:54.496000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a49562ae336f8c0ff.jsonl,0,109,69,1,0,8,1,6,18,3,908,14608,1653299,192695,963.795,2026-08-10T15:53:56.187000+00:00,2026-08-10T16:09:59.982000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-ad47060f88cdf56f2.jsonl,0,147,91,1,0,34,1,6,6,5,1296,26518,4562723,188238,994.594,2026-08-10T15:53:56.768000+00:00,2026-08-10T16:10:31.362000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a2310b5ef2508d4a3.jsonl,0,223,147,0,0,58,7,4,2,2,274,34694,6545163,204100,1572.327,2026-08-10T15:53:57.055000+00:00,2026-08-10T16:20:09.382000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-a2d636d0774bb4a6c.jsonl,0,144,90,0,0,37,1,6,5,2,168,28359,4081633,248994,914.115,2026-08-10T15:53:56.803000+00:00,2026-08-10T16:09:10.918000+00:00,claude-opus-5
discovery,wf_812fd3c7-2f2,literature,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_812fd3c7-2f2/agent-abc14af9d5184d84c.jsonl,0,144,86,3,0,35,1,6,8,2,160,23779,3660312,197460,1070.616,2026-08-10T15:53:56.865000+00:00,2026-08-10T16:11:47.481000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a3973c61058689414.jsonl,0,46,26,15,14,0,1,0,0,1,49,7268,542730,52532,131.007,2026-08-08T21:16:58.819000+00:00,2026-08-08T21:19:09.826000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a415114a03146a3d9.jsonl,0,50,29,15,14,1,1,0,0,1,55,8335,639754,55088,129.838,2026-08-08T21:11:31.692000+00:00,2026-08-08T21:13:41.530000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-afc704c97a1bf5d65.jsonl,0,47,27,15,14,0,1,0,0,1,51,2589,567982,52341,105.721,2026-08-08T21:15:50.204000+00:00,2026-08-08T21:17:35.925000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a6b738c638f59e97b.jsonl,0,51,30,15,14,1,1,0,0,1,57,7990,648845,81389,149.066,2026-08-08T21:09:34.227000+00:00,2026-08-08T21:12:03.293000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a2ff89878b44b83d7.jsonl,0,46,26,15,14,0,1,0,0,1,49,5436,546072,53087,121.274,2026-08-08T21:13:30.090000+00:00,2026-08-08T21:15:31.364000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a48f750f75883e7c4.jsonl,0,113,66,33,32,9,1,0,0,1,122,12951,2244677,107167,314.704,2026-08-08T21:14:08.521000+00:00,2026-08-08T21:19:23.225000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-af70fab6127e602d5.jsonl,0,46,26,15,14,0,1,0,0,1,49,5489,536506,49977,105.035,2026-08-08T21:11:41.307000+00:00,2026-08-08T21:13:26.342000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a7d21a2061bc22fa8.jsonl,0,46,26,15,14,0,1,0,0,1,49,7138,550371,54274,141.348,2026-08-08T21:09:35.292000+00:00,2026-08-08T21:11:56.640000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a1f6dc6dadec04f81.jsonl,0,46,26,15,14,0,1,0,0,1,49,6388,542519,50815,111.596,2026-08-08T21:11:52.468000+00:00,2026-08-08T21:13:44.064000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a8149bb31df9347bc.jsonl,0,51,29,15,14,2,1,0,0,1,55,10193,652571,55978,166.493,2026-08-08T21:09:35.408000+00:00,2026-08-08T21:12:21.901000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-ae98228258c6d3278.jsonl,0,47,27,15,14,0,1,0,0,1,51,6855,528783,74721,121.716,2026-08-08T21:09:34.426000+00:00,2026-08-08T21:11:36.142000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a56a5aea13e0590ad.jsonl,0,52,30,15,14,2,1,0,0,1,57,10261,682705,61957,184.904,2026-08-08T21:15:49.258000+00:00,2026-08-08T21:18:54.162000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a451582a40b3f8c08.jsonl,0,50,29,15,14,1,1,0,0,1,55,4945,643399,56690,140.265,2026-08-08T21:17:16.857000+00:00,2026-08-08T21:19:37.122000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-acbccf986e18dc9ba.jsonl,0,46,26,15,14,0,1,0,0,1,49,9089,560532,57654,156.489,2026-08-08T21:16:30.557000+00:00,2026-08-08T21:19:07.046000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a926a929ea3621a08.jsonl,0,49,28,15,14,1,1,0,0,1,53,6698,620806,61466,165.235,2026-08-08T21:14:17.693000+00:00,2026-08-08T21:17:02.928000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a0f77ad2f5e083921.jsonl,0,47,27,15,14,0,1,0,0,1,51,6277,545787,74278,107.046,2026-08-08T21:09:34.188000+00:00,2026-08-08T21:11:21.234000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a6a8fb684814474e7.jsonl,0,46,26,15,14,0,1,0,0,1,49,6818,543357,52027,122.496,2026-08-08T21:14:02.578000+00:00,2026-08-08T21:16:05.074000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a1f791d42be33adff.jsonl,0,46,26,15,14,0,1,0,0,1,49,7060,551068,53777,135.309,2026-08-08T21:09:34.288000+00:00,2026-08-08T21:11:49.597000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a9e8b47d5ebb6b27a.jsonl,0,57,33,17,16,2,1,0,0,1,62,4467,788291,64949,173.195,2026-08-08T21:14:20.302000+00:00,2026-08-08T21:17:13.497000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a34fed2056baacd40.jsonl,0,51,30,15,14,1,1,0,0,1,57,6433,666497,56917,128.835,2026-08-08T21:13:44.569000+00:00,2026-08-08T21:15:53.404000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-acb3f1ea83b6976d4.jsonl,0,50,29,15,14,1,1,0,0,1,55,6923,638860,56331,131.533,2026-08-08T21:17:58.832000+00:00,2026-08-08T21:20:10.365000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a0c1f649dac35f02b.jsonl,0,51,30,15,14,1,1,0,0,1,57,8185,674078,55015,144.067,2026-08-08T21:14:38.079000+00:00,2026-08-08T21:17:02.146000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a15ae5a2130a3c039.jsonl,0,52,30,15,14,2,1,0,0,1,57,5767,660022,49565,117.23,2026-08-08T21:15:58.662000+00:00,2026-08-08T21:17:55.892000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a95a1401cd9a89554.jsonl,0,46,26,15,14,0,1,0,0,1,49,6288,543035,50882,108.804,2026-08-08T21:17:06.615000+00:00,2026-08-08T21:18:55.419000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a3c81a9527834f88e.jsonl,0,48,27,15,14,1,1,0,0,1,51,7713,581238,53063,126.73,2026-08-08T21:12:26.255000+00:00,2026-08-08T21:14:32.985000+00:00,claude-opus-5
discovery,wf_4d006e8d-029,inspect,dab6143e-76d1-4b4b-bcbd-e201c60a630c/subagents/workflows/wf_4d006e8d-029/agent-a34c99403236a77bd.jsonl,0,48,28,15,14,0,1,0,0,1,53,6824,590395,55155,136.533,2026-08-08T21:12:00.258000+00:00,2026-08-08T21:14:16.791000+00:00,claude-opus-5
